,imdb_title_id,title,original_title,year,country,director,actors,avg_vote,decade,name,imdb_name_id,height,ordering,category,job,characters,race,gender,sexuality
0,tt0002101,Cleopatra,Cleopatra,1912,USA,Charles L. Gaskill,Helen Gardner,5.2,1910,Helen Gardner,nm0306947,166.0,1.0,actress,,"[""Cleopatra - Queen of Egypt""]",,,
1,tt0002101,Cleopatra,Cleopatra,1912,USA,Charles L. Gaskill,Pearl Sindelar,5.2,1910,Pearl Sindelar,nm0801774,,2.0,actress,,"[""Iras - An Attendant""]",,,
2,tt0002101,Cleopatra,Cleopatra,1912,USA,Charles L. Gaskill,Miss Fielding,5.2,1910,Miss Fielding,nm0276160,,3.0,actress,,"[""Charmian - An Attendant""]",,,
3,tt0002101,Cleopatra,Cleopatra,1912,USA,Charles L. Gaskill,Miss Robson,5.2,1910,Miss Robson,nm0733482,,4.0,actress,,"[""Octavia - Wife of Antony""]",,,
4,tt0002101,Cleopatra,Cleopatra,1912,USA,Charles L. Gaskill,Helene Costello,5.2,1910,Helene Costello,nm0182557,157.0,7.0,actress,,"[""Nicola - a Child""]",,,
5,tt0002101,Cleopatra,Cleopatra,1912,USA,Charles L. Gaskill,Charles Sindelar,5.2,1910,Charles Sindelar,nm1950505,,8.0,actor,,"[""Antony - a Triumvir and General""]",,,
6,tt0002101,Cleopatra,Cleopatra,1912,USA,Charles L. Gaskill,Mr. Howard,5.2,1910,Mr. Howard,nm0397513,,9.0,actor,,"[""Pharon - a Greek Slave and Fisherman""]",,,
7,tt0002101,Cleopatra,Cleopatra,1912,USA,Charles L. Gaskill,James R. Waite,5.2,1910,James R. Waite,nm0906610,,10.0,actor,,"[""Venditius - a Roman Soldier""]",,,
8,tt0007801,Cleopatra,Cleopatra,1917,USA,J. Gordon Edwards,Theda Bara,6.5,1910,Theda Bara,nm0000847,168.0,1.0,actress,,"[""Cleopatra""]",White,Female,Straight
9,tt0007801,Cleopatra,Cleopatra,1917,USA,J. Gordon Edwards,Fritz Leiber,6.5,1910,Fritz Leiber,nm0500021,,2.0,actor,,"[""Caesar""]",White,Male,Straight
10,tt0028313,La vita del dottor Pasteur,The Story of Louis Pasteur,1936,USA,William Dieterle,Fritz Leiber,7.3,1930,Fritz Leiber,nm0500021,,,,,,White,Male,Straight
11,tt0007801,Cleopatra,Cleopatra,1917,USA,J. Gordon Edwards,Thurston Hall,6.5,1910,Thurston Hall,nm0356159,183.0,3.0,actor,,"[""Antony""]",White,Male,Straight
12,tt0032554,Il grande McGinty,The Great McGinty,1940,USA,Preston Sturges,Thurston Hall,7.3,1940,Thurston Hall,nm0356159,183.0,,,,,White,Male,Straight
13,tt0007801,Cleopatra,Cleopatra,1917,USA,J. Gordon Edwards,Alan Roscoe,6.5,1910,Alan Roscoe,nm0741182,,4.0,actor,,"[""Pharon""]",,,
14,tt0019884,Diavoli volanti,Flight,1929,USA,Frank Capra,Alan Roscoe,5.9,1920,Alan Roscoe,nm0741182,,4.0,actor,,"[""Major James D. Rowell""]",,,
15,tt0007801,Cleopatra,Cleopatra,1917,USA,J. Gordon Edwards,Herschel Mayall,6.5,1910,Herschel Mayall,nm0562197,,,,,,,,
16,tt0011130,Dr. Jekyll e Mr. Hyde,Dr. Jekyll and Mr. Hyde,1920,USA,John S. Robertson,John Barrymore,7.0,1920,John Barrymore,nm0000858,175.0,1.0,actor,,"[""Dr. Henry Jekyll"",""Mr. Edward Hyde""]",White,Male,Straight
17,tt0023374,Rasputin e l'imperatrice,Rasputin and the Empress,1932,USA,"Richard Boleslawski, Charles Brabin",John Barrymore,6.6,1930,John Barrymore,nm0000858,175.0,1.0,actor,,"[""Prince Paul Chegodieff""]",White,Male,Straight
18,tt0028203,Giulietta e Romeo,Romeo and Juliet,1936,USA,George Cukor,John Barrymore,6.5,1930,John Barrymore,nm0000858,175.0,3.0,actor,,"[""Mercutio - Kinsman to the Prince and Friend to Romeo""]",White,Male,Straight
19,tt0011130,Dr. Jekyll e Mr. Hyde,Dr. Jekyll and Mr. Hyde,1920,USA,John S. Robertson,Brandon Hurst,7.0,1920,Brandon Hurst,nm0403582,183.0,3.0,actor,,"[""Sir George Carewe""]",,,
20,tt0011130,Dr. Jekyll e Mr. Hyde,Dr. Jekyll and Mr. Hyde,1920,USA,John S. Robertson,Martha Mansfield,7.0,1920,Martha Mansfield,nm0543806,,2.0,actress,,"[""Millicent Carewe""]",,,
21,tt0011130,Dr. Jekyll e Mr. Hyde,Dr. Jekyll and Mr. Hyde,1920,USA,John S. Robertson,Charles Lane,7.0,1920,Charles Lane,nm0485272,178.0,,,,,White,Male,Straight
22,tt0011130,Dr. Jekyll e Mr. Hyde,Dr. Jekyll and Mr. Hyde,1920,USA,John S. Robertson,Charles Lane,7.0,1920,Charles Lane,nm0485273,,,,,,,,
23,tt0011130,Dr. Jekyll e Mr. Hyde,Dr. Jekyll and Mr. Hyde,1920,USA,John S. Robertson,Charles Lane,7.0,1920,Charles Lane,nm0485274,185.0,4.0,actor,,"[""Dr. Lanyon""]",,,
24,tt0052278,10 in amore,Teacher's Pet,1958,USA,George Seaton,Charles Lane,7.1,1950,Charles Lane,nm0485272,178.0,,,,,White,Male,Straight
25,tt0052278,10 in amore,Teacher's Pet,1958,USA,George Seaton,Charles Lane,7.1,1950,Charles Lane,nm0485273,,,,,,,,
26,tt0052278,10 in amore,Teacher's Pet,1958,USA,George Seaton,Charles Lane,7.1,1950,Charles Lane,nm0485274,185.0,,,,,,,
27,tt0011130,Dr. Jekyll e Mr. Hyde,Dr. Jekyll and Mr. Hyde,1920,USA,John S. Robertson,Cecil Clovelly,7.0,1920,Cecil Clovelly,nm0167247,,,,,,,,
28,tt0011130,Dr. Jekyll e Mr. Hyde,Dr. Jekyll and Mr. Hyde,1920,USA,John S. Robertson,Nita Naldi,7.0,1920,Nita Naldi,nm0620519,171.0,,,,,,,
29,tt0011130,Dr. Jekyll e Mr. Hyde,Dr. Jekyll and Mr. Hyde,1920,USA,John S. Robertson,Louis Wolheim,7.0,1920,Louis Wolheim,nm0938464,179.0,,,,,,,
30,tt0020629,All'ovest niente di nuovo,All Quiet on the Western Front,1930,USA,Lewis Milestone,Louis Wolheim,8.0,1930,Louis Wolheim,nm0938464,179.0,2.0,actor,,"[""Kat""]",,,
31,tt0012249,Amleto,Hamlet,1921,Germany,"Svend Gade, Heinz Schall",Asta Nielsen,7.0,1920,Asta Nielsen,nm0003425,,1.0,actress,,"[""Hamlet""]",,,
32,tt0012249,Amleto,Hamlet,1921,Germany,"Svend Gade, Heinz Schall",Asta Nielsen,7.0,1920,Asta Nielsen,nm0003550,,,,,,,,
33,tt0012249,Amleto,Hamlet,1921,Germany,"Svend Gade, Heinz Schall",Paul Conradi,7.0,1920,Paul Conradi,nm0175761,,2.0,actor,,"[""König Hamlet""]",,,
34,tt0012249,Amleto,Hamlet,1921,Germany,"Svend Gade, Heinz Schall",Mathilde Brandt,7.0,1920,Mathilde Brandt,nm0104965,,3.0,actress,,"[""Königin Gertrude""]",,,
35,tt0012249,Amleto,Hamlet,1921,Germany,"Svend Gade, Heinz Schall",Eduard von Winterstein,7.0,1920,Eduard von Winterstein,nm0903235,,4.0,actor,,"[""Claudius""]",,,
36,tt0012249,Amleto,Hamlet,1921,Germany,"Svend Gade, Heinz Schall",Hans Junkermann,7.0,1920,Hans Junkermann,nm0432721,,,,,,,,
37,tt0015634,Body and Soul,Body and Soul,1925,USA,Oscar Micheaux,Paul Robeson,6.2,1920,Paul Robeson,nm0732079,191.0,1.0,actor,,"[""Rev. Isaiah T. Jenkins"",""His Brother Sylvester""]",Black,Male,Straight
38,tt0015634,Body and Soul,Body and Soul,1925,USA,Oscar Micheaux,Marshall Rogers,6.2,1920,Marshall Rogers,nm0737074,,2.0,actor,,"[""Speakeasy Proprietor""]",,,
39,tt0015634,Body and Soul,Body and Soul,1925,USA,Oscar Micheaux,Lawrence Chenault,6.2,1920,Lawrence Chenault,nm0155479,,3.0,actor,,"[""Yello-Curley' Hinds - the Phony Reverend's Former Jailmate""]",,,
40,tt0015634,Body and Soul,Body and Soul,1925,USA,Oscar Micheaux,Chester A. Alexander,6.2,1920,Chester A. Alexander,nm0018319,180.0,4.0,actor,,"[""Deacon Simpkins - a Church Elder""]",,,
41,tt0015634,Body and Soul,Body and Soul,1925,USA,Oscar Micheaux,Walter Cornick,6.2,1920,Walter Cornick,nm0180394,,6.0,actor,,"[""Brother Amos - a Church Elder""]",,,
42,tt0015634,Body and Soul,Body and Soul,1925,USA,Oscar Micheaux,Lillian Johnson,6.2,1920,Lillian Johnson,nm0425645,,7.0,actress,,"[""'Sis' Caline - a Pious Lady""]",,,
43,tt0015634,Body and Soul,Body and Soul,1925,USA,Oscar Micheaux,Madame Robinson,6.2,1920,Madame Robinson,nm0732876,,8.0,actress,,"[""'Sis' Lucy - a Pious Lady""]",,,
44,tt0015643,Braveheart,Braveheart,1925,USA,Alan Hale,Rod La Rocque,7.0,1920,Rod La Rocque,nm0478942,191.0,1.0,actor,,"[""Braveheart""]",White,Male,Straight
45,tt0033891,Arriva John Doe!,Meet John Doe,1941,USA,Frank Capra,Rod La Rocque,7.6,1940,Rod La Rocque,nm0478942,191.0,,,,,White,Male,Straight
46,tt0015643,Braveheart,Braveheart,1925,USA,Alan Hale,Lillian Rich,7.0,1920,Lillian Rich,nm0723678,160.0,2.0,actress,,"[""Dorothy Nelson""]",,,
47,tt0015643,Braveheart,Braveheart,1925,USA,Alan Hale,Robert Edeson,7.0,1920,Robert Edeson,nm0249187,,3.0,actor,,"[""Hobart Nelson""]",,,
48,tt0017750,Chicago,Chicago,1927,USA,Frank Urson,Robert Edeson,7.1,1920,Robert Edeson,nm0249187,,4.0,actor,,"[""William Flynn""]",,,
49,tt0015643,Braveheart,Braveheart,1925,USA,Alan Hale,Arthur Housman,7.0,1920,Arthur Housman,nm0396768,,4.0,actor,,"[""Frank Nelson""]",,,
50,tt0015643,Braveheart,Braveheart,1925,USA,Alan Hale,Jean Acker,7.0,1920,Jean Acker,nm0009931,159.0,,,,,,,
51,tt0015643,Braveheart,Braveheart,1925,USA,Alan Hale,Tyrone Power Sr.,7.0,1920,Tyrone Power Sr.,nm0694362,185.0,,,,,,,
52,tt0015643,Braveheart,Braveheart,1925,USA,Alan Hale,Sally Rand,7.0,1920,Sally Rand,nm0709491,155.0,,,,,,,
53,tt0015643,Braveheart,Braveheart,1925,USA,Alan Hale,Henry Victor,7.0,1920,Henry Victor,nm0896109,188.0,,,,,White,Male,
54,tt0017750,Chicago,Chicago,1927,USA,Frank Urson,Phyllis Haver,7.1,1920,Phyllis Haver,nm0369793,164.0,1.0,actress,,"[""Roxie Hart""]",,,
55,tt0017750,Chicago,Chicago,1927,USA,Frank Urson,Victor Varconi,7.1,1920,Victor Varconi,nm0889511,178.0,2.0,actor,,"[""Amos Hart""]",White,Male,Straight
56,tt0017750,Chicago,Chicago,1927,USA,Frank Urson,Virginia Bradford,7.1,1920,Virginia Bradford,nm0103096,,3.0,actress,,"[""Katie""]",,,
57,tt0017750,Chicago,Chicago,1927,USA,Frank Urson,Eugene Pallette,7.1,1920,Eugene Pallette,nm0657874,175.0,,,,,White,Male,Straight
58,tt0028010,L'impareggiabile Godfrey,My Man Godfrey,1936,USA,Gregory La Cava,Eugene Pallette,8.0,1930,Eugene Pallette,nm0657874,175.0,,,,,White,Male,Straight
59,tt0029347,Cento uomini e una ragazza,One Hundred Men and a Girl,1937,USA,Henry Koster,Eugene Pallette,6.7,1930,Eugene Pallette,nm0657874,175.0,,,,,White,Male,Straight
60,tt0031679,Mr. Smith va a Washington,Mr. Smith Goes to Washington,1939,USA,Frank Capra,Eugene Pallette,8.1,1930,Eugene Pallette,nm0657874,175.0,,,,,White,Male,Straight
61,tt0033804,Lady Eva,The Lady Eve,1941,USA,Preston Sturges,Eugene Pallette,7.8,1940,Eugene Pallette,nm0657874,175.0,4.0,actor,,"[""Mr. Pike""]",White,Male,Straight
62,tt0035979,Il cielo può attendere,Heaven Can Wait,1943,USA,Ernst Lubitsch,Eugene Pallette,7.5,1940,Eugene Pallette,nm0657874,175.0,,,,,White,Male,Straight
63,tt0017750,Chicago,Chicago,1927,USA,Frank Urson,Warner Richmond,7.1,1920,Warner Richmond,nm0725173,180.0,,,,,,,
64,tt0017750,Chicago,Chicago,1927,USA,Frank Urson,T. Roy Barnes,7.1,1920,T. Roy Barnes,nm0055797,182.0,,,,,,,
65,tt0017750,Chicago,Chicago,1927,USA,Frank Urson,Clarence Burton,7.1,1920,Clarence Burton,nm0123548,180.0,,,,,,,
66,tt0017750,Chicago,Chicago,1927,USA,Frank Urson,Julia Faye,7.1,1920,Julia Faye,nm0269671,159.0,,,,,White,Female,
67,tt0017750,Chicago,Chicago,1927,USA,Frank Urson,May Robson,7.1,1920,May Robson,nm0733480,157.0,,,,,White,Female,Straight
68,tt0024240,Signora per un giorno,Lady for a Day,1933,USA,Frank Capra,May Robson,7.4,1930,May Robson,nm0733480,157.0,2.0,actress,,"[""Apple Annie""]",White,Female,Straight
69,tt0029606,È nata una stella,A Star Is Born,1937,USA,"William A. Wellman, Jack Conway",May Robson,7.3,1930,May Robson,nm0733480,157.0,4.0,actress,,"[""Grandmother Lettie Blodgett""]",White,Female,Straight
70,tt0030149,Quattro figlie,Four Daughters,1938,USA,Michael Curtiz,May Robson,6.9,1930,May Robson,nm0733480,157.0,,,,,White,Female,Straight
71,tt0033910,Million Dollar Baby,Million Dollar Baby,1941,USA,Curtis Bernhardt,May Robson,6.4,1940,May Robson,nm0733480,157.0,4.0,actress,,"[""Cornelia Wheelwright""]",White,Female,Straight
72,tt0018037,Il cantante di jazz,The Jazz Singer,1927,USA,Alan Crosland,Al Jolson,6.5,1920,Al Jolson,nm0427231,173.0,1.0,actor,,"[""Jakie Rabinowitz""]",White,Male,Straight
73,tt0018037,Il cantante di jazz,The Jazz Singer,1927,USA,Alan Crosland,May McAvoy,6.5,1920,May McAvoy,nm0564219,150.0,2.0,actress,,"[""Mary Dale""]",,,
74,tt0018037,Il cantante di jazz,The Jazz Singer,1927,USA,Alan Crosland,Warner Oland,6.5,1920,Warner Oland,nm0645941,180.0,3.0,actor,,"[""The Cantor""]",White,Male,Straight
75,tt0018037,Il cantante di jazz,The Jazz Singer,1927,USA,Alan Crosland,Eugenie Besserer,6.5,1920,Eugenie Besserer,nm0078806,157.0,4.0,actress,,"[""Sara Rabinowitz""]",,,
76,tt0018037,Il cantante di jazz,The Jazz Singer,1927,USA,Alan Crosland,Robert Gordon,6.5,1920,Robert Gordon,nm0330036,168.0,,,,,,,
77,tt0018037,Il cantante di jazz,The Jazz Singer,1927,USA,Alan Crosland,Robert Gordon,6.5,1920,Robert Gordon,nm0330217,180.0,,,,,,,
78,tt0018037,Il cantante di jazz,The Jazz Singer,1927,USA,Alan Crosland,Robert Gordon,6.5,1920,Robert Gordon,nm0330560,,,,,,,,
79,tt0018037,Il cantante di jazz,The Jazz Singer,1927,USA,Alan Crosland,Robert Gordon,6.5,1920,Robert Gordon,nm0330561,,,,,,,,
80,tt0018037,Il cantante di jazz,The Jazz Singer,1927,USA,Alan Crosland,Robert Gordon,6.5,1920,Robert Gordon,nm0330565,,,,,,,,
81,tt0018037,Il cantante di jazz,The Jazz Singer,1927,USA,Alan Crosland,Richard Tucker,6.5,1920,Richard Tucker,nm0875983,182.0,,,,,White,Male,Straight
82,tt0018379,Settimo cielo,7th Heaven,1927,USA,Frank Borzage,Janet Gaynor,7.6,1920,Janet Gaynor,nm0310980,152.0,1.0,actress,,"[""Diane""]",White,Female,Straight
83,tt0018379,Settimo cielo,7th Heaven,1927,USA,Frank Borzage,Janet Gaynor,7.6,1920,Janet Gaynor,nm1068510,,,,,,,,
84,tt0024610,Montagne russe,State Fair,1933,USA,Henry King,Janet Gaynor,6.8,1930,Janet Gaynor,nm0310980,152.0,1.0,actress,,"[""Margy Frake""]",White,Female,Straight
85,tt0024610,Montagne russe,State Fair,1933,USA,Henry King,Janet Gaynor,6.8,1930,Janet Gaynor,nm1068510,,,,,,,,
86,tt0029606,È nata una stella,A Star Is Born,1937,USA,"William A. Wellman, Jack Conway",Janet Gaynor,7.3,1930,Janet Gaynor,nm0310980,152.0,1.0,actress,,"[""Esther Victoria Blodgett - aka Vicki Lester""]",White,Female,Straight
87,tt0029606,È nata una stella,A Star Is Born,1937,USA,"William A. Wellman, Jack Conway",Janet Gaynor,7.3,1930,Janet Gaynor,nm1068510,,,,,,,,
88,tt0018379,Settimo cielo,7th Heaven,1927,USA,Frank Borzage,Charles Farrell,7.6,1920,Charles Farrell,nm0268190,188.0,2.0,actor,,"[""Chico""]",White,Male,Straight
89,tt0018379,Settimo cielo,7th Heaven,1927,USA,Frank Borzage,Albert Gran,7.6,1920,Albert Gran,nm0334581,,4.0,actor,,"[""Papa Boul, the Taxi Driver""]",,,
90,tt0018379,Settimo cielo,7th Heaven,1927,USA,Frank Borzage,David Butler,7.6,1920,David Butler,nm0124877,183.0,,,,,White,Male,
91,tt0018379,Settimo cielo,7th Heaven,1927,USA,Frank Borzage,David Butler,7.6,1920,David Butler,nm0124878,,,,,,,,
92,tt0018379,Settimo cielo,7th Heaven,1927,USA,Frank Borzage,Gladys Brockwell,7.6,1920,Gladys Brockwell,nm0110755,,,,,,,,
93,tt0018379,Settimo cielo,7th Heaven,1927,USA,Frank Borzage,Emile Chautard,7.6,1920,Emile Chautard,nm0154352,,,,,,,,
94,tt0018379,Settimo cielo,7th Heaven,1927,USA,Frank Borzage,Ben Bard,7.6,1920,Ben Bard,nm0054133,180.0,3.0,actor,,"[""Colonel Brissac""]",,,
95,tt0018379,Settimo cielo,7th Heaven,1927,USA,Frank Borzage,George E. Stone,7.6,1920,George E. Stone,nm0831889,161.0,,,,,,,
96,tt0021079,Piccolo Cesare,Little Caesar,1931,USA,Mervyn LeRoy,George E. Stone,7.3,1930,George E. Stone,nm0831889,161.0,,,,,,,
97,tt0021746,I pionieri del West,Cimarron,1931,USA,Wesley Ruggles,George E. Stone,5.9,1930,George E. Stone,nm0831889,161.0,,,,,,,
98,tt0025948,Viva Villa!,Viva Villa!,1934,USA,"Jack Conway, Howard Hawks",George E. Stone,6.3,1930,George E. Stone,nm0831889,161.0,,,,,,,
99,tt0053291,A qualcuno piace caldo,Some Like It Hot,1959,USA,Billy Wilder,George E. Stone,8.2,1950,George E. Stone,nm0831889,161.0,,,,,,,
100,tt0018526,Le notti di Chicago,Underworld,1927,USA,"Josef von Sternberg, Arthur Rosson",George Bancroft,7.6,1920,George Bancroft,nm0051628,188.0,1.0,actor,,"[""'Bull' Weed""]",White,Male,Straight
101,tt0023109,Cuore d'amanti,Lady and Gent,1932,USA,Stephen Roberts,George Bancroft,6.3,1930,George Bancroft,nm0051628,188.0,1.0,actor,,"[""Slag Bailey""]",White,Male,Straight
102,tt0027996,È arrivata la felicità,Mr. Deeds Goes to Town,1936,USA,Frank Capra,George Bancroft,7.9,1930,George Bancroft,nm0051628,188.0,3.0,actor,,"[""MacWade""]",White,Male,Straight
103,tt0029870,Gli angeli con la faccia sporca,Angels with Dirty Faces,1938,USA,Michael Curtiz,George Bancroft,7.9,1930,George Bancroft,nm0051628,188.0,,,,,White,Male,Straight
104,tt0018526,Le notti di Chicago,Underworld,1927,USA,"Josef von Sternberg, Arthur Rosson",Evelyn Brent,7.6,1920,Evelyn Brent,nm0107574,157.0,3.0,actress,,"[""'Feathers' McCoy""]",White,Female,Straight
105,tt0019071,Crepuscolo di gloria,The Last Command,1928,USA,Josef von Sternberg,Evelyn Brent,8.0,1920,Evelyn Brent,nm0107574,157.0,2.0,actress,,"[""Natalie Dabrova""]",White,Female,Straight
106,tt0018526,Le notti di Chicago,Underworld,1927,USA,"Josef von Sternberg, Arthur Rosson",Clive Brook,7.6,1920,Clive Brook,nm0111612,180.0,2.0,actor,,"[""Rolls Royce Wensel""]",White,Male,Straight
107,tt0018526,Le notti di Chicago,Underworld,1927,USA,"Josef von Sternberg, Arthur Rosson",Fred Kohler,7.6,1920,Fred Kohler,nm0463264,183.0,4.0,actor,,"[""'Buck' Mulligan""]",White,Male,Straight
108,tt0029924,Marco il ribelle,Blockade,1938,USA,William Dieterle,Fred Kohler,5.7,1930,Fred Kohler,nm0463264,183.0,,,,,White,Male,Straight
109,tt0030169,Gangs of New York,Gangs of New York,1938,USA,James Cruze,Fred Kohler,6.4,1930,Fred Kohler,nm0463264,183.0,,,,,White,Male,Straight
110,tt0018526,Le notti di Chicago,Underworld,1927,USA,"Josef von Sternberg, Arthur Rosson",Larry Semon,7.6,1920,Larry Semon,nm0783865,170.0,,,,,,,
111,tt0019071,Crepuscolo di gloria,The Last Command,1928,USA,Josef von Sternberg,Emil Jannings,8.0,1920,Emil Jannings,nm0417837,183.0,1.0,actor,,"[""Gen. Dolgorucki"",""Grand Duke Sergius Alexander""]",White,Male,Bisexual
112,tt0019071,Crepuscolo di gloria,The Last Command,1928,USA,Josef von Sternberg,William Powell,8.0,1920,William Powell,nm0001635,180.0,3.0,actor,,"[""Lev Andreyev""]",White,Male,Straight
113,tt0021420,Street of Chance,Street of Chance,1930,USA,John Cromwell,William Powell,6.8,1930,William Powell,nm0001635,180.0,1.0,actor,,"[""John D. Marsden"",""'Natural' Davis""]",White,Male,Straight
114,tt0023305,Amanti senza domani,One Way Passage,1932,USA,Tay Garnett,William Powell,7.5,1930,William Powell,nm0001635,180.0,1.0,actor,,"[""Dan Hardesty""]",White,Male,Straight
115,tt0025464,Le due strade,Manhattan Melodrama,1934,USA,"W.S. Van Dyke, George Cukor",William Powell,7.2,1930,William Powell,nm0001635,180.0,2.0,actor,,"[""Jim Wade""]",White,Male,Straight
116,tt0025878,L'uomo ombra,The Thin Man,1934,USA,W.S. Van Dyke,William Powell,8.0,1930,William Powell,nm0001635,180.0,1.0,actor,,"[""Nick Charles""]",White,Male,Straight
117,tt0027260,Dopo l'uomo ombra,After the Thin Man,1936,USA,W.S. Van Dyke,William Powell,7.7,1930,William Powell,nm0001635,180.0,1.0,actor,,"[""Nick Charles""]",White,Male,Straight
118,tt0028010,L'impareggiabile Godfrey,My Man Godfrey,1936,USA,Gregory La Cava,William Powell,8.0,1930,William Powell,nm0001635,180.0,1.0,actor,,"[""Godfrey""]",White,Male,Straight
119,tt0029120,La fine della signora Cheyney,The Last of Mrs. Cheyney,1937,USA,"Richard Boleslawski, Dorothy Arzner",William Powell,6.5,1930,William Powell,nm0001635,180.0,3.0,actor,,"[""Charles""]",White,Male,Straight
120,tt0019071,Crepuscolo di gloria,The Last Command,1928,USA,Josef von Sternberg,Jack Raymond,8.0,1920,Jack Raymond,nm0713281,163.0,4.0,actor,,"[""Assistant Director""]",,,
121,tt0019071,Crepuscolo di gloria,The Last Command,1928,USA,Josef von Sternberg,Jack Raymond,8.0,1920,Jack Raymond,nm0713283,,,,,,,,
122,tt0019071,Crepuscolo di gloria,The Last Command,1928,USA,Josef von Sternberg,Fritz Feld,8.0,1920,Fritz Feld,nm0270915,169.0,,,,,White,Male,Straight
123,tt0036009,Una moglie in più,Holy Matrimony,1943,USA,John M. Stahl,Fritz Feld,7.2,1940,Fritz Feld,nm0270915,169.0,,,,,White,Male,Straight
124,tt0064418,"Hello, Dolly!","Hello, Dolly!",1969,USA,Gene Kelly,Fritz Feld,7.1,1960,Fritz Feld,nm0270915,169.0,,,,,White,Male,Straight
125,tt0073766,I ragazzi irresistibili,The Sunshine Boys,1975,USA,Herbert Ross,Fritz Feld,7.1,1970,Fritz Feld,nm0270915,169.0,,,,,White,Male,Straight
126,tt0019186,Moulin Rouge,Moulin Rouge,1928,UK,Ewald André Dupont,Olga Tschechowa,6.5,1920,Olga Tschechowa,nm0874781,,1.0,actress,,"[""Parysia""]",,,
127,tt0019186,Moulin Rouge,Moulin Rouge,1928,UK,Ewald André Dupont,Eve Gray,6.5,1920,Eve Gray,nm0336618,,2.0,actress,,"[""Margaret""]",,,
128,tt0019186,Moulin Rouge,Moulin Rouge,1928,UK,Ewald André Dupont,Jean Bradin,6.5,1920,Jean Bradin,nm0103113,,3.0,actor,,"[""Andre""]",,,
129,tt0019186,Moulin Rouge,Moulin Rouge,1928,UK,Ewald André Dupont,Georges Tréville,6.5,1920,Georges Tréville,nm0874575,,4.0,actor,,"[""Father""]",,,
130,tt0019186,Moulin Rouge,Moulin Rouge,1928,UK,Ewald André Dupont,Marcel Vibert,6.5,1920,Marcel Vibert,nm0895810,,,,,,,,
131,tt0019186,Moulin Rouge,Moulin Rouge,1928,UK,Ewald André Dupont,Ellen Pollock,6.5,1920,Ellen Pollock,nm0689655,,,,,,,,
132,tt0020025,The Informer,The Informer,1929,UK,Arthur Robison,Ellen Pollock,7.0,1920,Ellen Pollock,nm0689655,,,,,,,,
133,tt0019237,Le nostre sorelle di danza,Our Dancing Daughters,1928,USA,Harry Beaumont,Joan Crawford,6.7,1920,Joan Crawford,nm0001076,160.0,1.0,actress,,"[""Diana Medford""]",White,Female,Bisexual
134,tt0029120,La fine della signora Cheyney,The Last of Mrs. Cheyney,1937,USA,"Richard Boleslawski, Dorothy Arzner",Joan Crawford,6.5,1930,Joan Crawford,nm0001076,160.0,2.0,actress,,"[""Fay Cheyney""]",White,Female,Bisexual
135,tt0037913,Il romanzo di Mildred,Mildred Pierce,1945,USA,Michael Curtiz,Joan Crawford,8.0,1940,Joan Crawford,nm0001076,160.0,1.0,actress,,"[""Mildred Pierce Beragon""]",White,Female,Bisexual
136,tt0019237,Le nostre sorelle di danza,Our Dancing Daughters,1928,USA,Harry Beaumont,Johnny Mack Brown,6.7,1920,Johnny Mack Brown,nm0113902,185.0,2.0,actor,,"[""Ben Blaine""]",White,Male,Straight
137,tt0019237,Le nostre sorelle di danza,Our Dancing Daughters,1928,USA,Harry Beaumont,Nils Asther,6.7,1920,Nils Asther,nm0039989,184.0,3.0,actor,,"[""Norman""]",White,Male,Bisexual
138,tt0019237,Le nostre sorelle di danza,Our Dancing Daughters,1928,USA,Harry Beaumont,Dorothy Sebastian,6.7,1920,Dorothy Sebastian,nm0780941,160.0,4.0,actress,,"[""Beatrice""]",,,
139,tt0019237,Le nostre sorelle di danza,Our Dancing Daughters,1928,USA,Harry Beaumont,Anita Page,6.7,1920,Anita Page,nm0656105,157.0,,,,,White,Female,Straight
140,tt0019237,Le nostre sorelle di danza,Our Dancing Daughters,1928,USA,Harry Beaumont,Kathlyn Williams,6.7,1920,Kathlyn Williams,nm0931031,165.0,,,,,,,
141,tt0019237,Le nostre sorelle di danza,Our Dancing Daughters,1928,USA,Harry Beaumont,Edward J. Nugent,6.7,1920,Edward J. Nugent,nm0637789,184.0,,,,,,,
142,tt0022430,The Star Witness,The Star Witness,1931,USA,William A. Wellman,Edward J. Nugent,6.3,1930,Edward J. Nugent,nm0637789,184.0,,,,,,,
143,tt0019237,Le nostre sorelle di danza,Our Dancing Daughters,1928,USA,Harry Beaumont,Dorothy Cumming,6.7,1920,Dorothy Cumming,nm0191818,170.0,,,,,,,
144,tt0019237,Le nostre sorelle di danza,Our Dancing Daughters,1928,USA,Harry Beaumont,Huntley Gordon,6.7,1920,Huntley Gordon,nm0330265,183.0,,,,,,,
145,tt0019237,Le nostre sorelle di danza,Our Dancing Daughters,1928,USA,Harry Beaumont,Sam De Grasse,6.7,1920,Sam De Grasse,nm0208659,179.0,,,,,,,
146,tt0019823,Disraeli,Disraeli,1929,USA,Alfred E. Green,George Arliss,6.2,1920,George Arliss,nm0002183,170.0,1.0,actor,,"[""Disraeli""]",White,Male,Straight
147,tt0019823,Disraeli,Disraeli,1929,USA,Alfred E. Green,Doris Lloyd,6.2,1920,Doris Lloyd,nm0515967,,2.0,actress,,"[""Mrs. Travers""]",White,Female,
