,imdb_name_id,name,date_of_birth,height,is_actor,race,gender,sexuality
5250,nm0001958,Dirk Bogarde,1921-03-28,174.0,TRUE,White,Male,Gay
5251,nm0164314,Dante Posani,,,TRUE,,,
5252,nm0706770,Umberto Raho,1922-06-04,185.0,TRUE,,,
5254,nm0729356,Marika Rivera,1919-11-13,168.0,TRUE,,,
5255,nm0778808,Alex Scott,1929-09-18,177.0,TRUE,,,
5257,nm0928415,Brian Wilde,1927-06-13,191.0,TRUE,White,Male,Straight
5258,nm0001036,Geraldine Chaplin,1944-07-31,165.0,TRUE,White,Female,Straight
5261,nm0183822,Tom Courtenay,1937-02-25,173.0,TRUE,White,Male,Straight
5263,nm0571430,Siobhan McKenna,1923-05-24,,TRUE,,,
5264,nm0878240,Rita Tushingham,1942-03-14,164.0,TRUE,White,Female,Straight
5265,nm0443001,Bernard Kay,1928-02-23,,TRUE,,,
5266,nm0001428,Klaus Kinski,1926-10-18,173.0,TRUE,White,Male,Straight
5267,nm0862677,Gérard Tichy,1920-03-11,,TRUE,,,
5268,nm0932529,Noel Willman,1918-08-04,,TRUE,,,
5269,nm0921459,Oskar Werner,1922-11-13,175.0,TRUE,White,Male,Straight
5271,nm0039051,Elizabeth Ashley,1939-08-30,165.0,TRUE,White,Female,Straight
5272,nm0001719,George Segal,1934-02-13,179.0,TRUE,White,Male,Straight
5275,nm0337472,José Greco,1918-12-23,,TRUE,,,
5276,nm0242692,Michael Dunn,1934-10-20,119.0,TRUE,White,Male,Straight
5277,nm0466814,Charles Korvin,1907-11-21,183.0,TRUE,White,Male,Straight
5279,nm0004464,Heinz Rühmann,1902-03-07,,TRUE,,,
5280,nm0526008,BarBara Luna,1937-03-02,,TRUE,White,Female,Straight
5281,nm0773311,Christiane Schmidtmer,1939-12-24,168.0,TRUE,,,
5282,nm0458033,Alf Kjellin,1920-02-28,180.0,TRUE,White,Male,
5283,nm0001626,Christopher Plummer,1929-12-13,179.0,TRUE,White,Male,Straight
5297,nm0579991,Heather Menzies-Urich,1949-12-03,,TRUE,,,
5298,nm0358749,Nicholas Hammond,1950-05-15,183.0,TRUE,White,Male,Straight
5299,nm0001673,Jason Robards,1922-07-26,174.0,TRUE,White,Male,Straight
5305,nm0364455,Barbara Harris,1935-07-25,164.0,TRUE,White,Female,Straight
5307,nm0757256,Gene Saks,1921-11-08,,TRUE,White,Male,
5309,nm0200122,William Daniels,1927-03-31,170.0,TRUE,White,Male,Straight
5317,nm0533979,John McMartin,1929-08-21,185.0,TRUE,,,
5320,nm0330015,Barry Gordon,1948-12-21,172.0,TRUE,,,
5321,nm0006890,Paul Scofield,1922-01-21,183.0,TRUE,White,Male,Straight
5326,nm0603402,Jeanne Moreau,1928-01-23,160.0,TRUE,White,Female,Straight
5327,nm0800302,Michel Simon,1895-04-09,178.0,TRUE,White,Male,
5328,nm0007234,Wolfgang Preiss,1910-02-27,,TRUE,White,Male,Straight
5329,nm0753716,Albert Rémy,1915-04-09,,TRUE,,,
5330,nm0589851,Charles Millot,1921-12-23,,TRUE,,,
5331,nm0618411,Richard Münch,1916-01-10,,TRUE,,,
5332,nm0547462,Jacques Marin,1919-09-09,166.0,TRUE,White,Male,
5334,nm0098959,Jean Bouchaud,1936-08-03,,TRUE,,,
5335,nm0639521,Donald O'Brien,1930-09-15,,TRUE,,,
5336,nm0957645,Jean-Pierre Zola,1916-02-05,,TRUE,,,
5337,nm0105973,Arthur Brauss,1936-07-24,180.0,TRUE,,,
5338,nm0000323,Michael Caine,1933-03-14,187.0,TRUE,White,Male,Straight
5345,nm0552815,Millicent Martin,1934-06-08,156.0,TRUE,,,
5346,nm0287905,Julia Foster,1943-08-02,160.0,TRUE,,,
5348,nm0038870,Jane Asher,1946-04-05,168.0,TRUE,White,Female,Straight
5349,nm0580357,Vivien Merchant,1929-07-22,,TRUE,,,
5350,nm0111376,Eleanor Bron,1938-03-14,,TRUE,White,Female,Straight
5353,nm0823174,Graham Stark,1922-01-20,168.0,TRUE,White,Male,Straight
5354,nm0578527,Murray Melvin,1932-08-10,,TRUE,,,
5356,nm0000603,Vanessa Redgrave,1937-01-30,181.0,TRUE,White,Female,Straight
5361,nm0587234,Sarah Miles,1941-12-31,165.0,TRUE,White,Female,Straight
5363,nm0376101,David Hemmings,1941-11-18,173.0,TRUE,White,Male,
5366,nm0145284,John Castle,1940-01-14,178.0,TRUE,,,
5370,nm0000945,Jane Birkin,1946-12-14,170.0,TRUE,White,Female,Straight
5371,nm0385122,Gillian Hills,1944-06-05,,TRUE,,,
5372,nm0101248,Peter Bowles,1936-10-16,190.0,TRUE,White,Male,
5373,nm0000527,Walter Matthau,1920-10-01,189.0,TRUE,White,Male,Straight
5379,nm0723707,Ron Rich,1938-10-29,,TRUE,,,
5380,nm0922165,Judi West,1942-12-15,,TRUE,,,
5381,nm0652109,Cliff Osmond,1937-02-26,196.0,TRUE,,,
5382,nm0878354,Lurene Tuttle,1907-08-29,,TRUE,,,
5383,nm0426062,Richard Johnson,1927-07-30,186.0,TRUE,White,Male,Straight
5385,nm0782885,Johnny Sekka,1934-07-21,,TRUE,,,
5386,nm0394588,Michael Hordern,1911-10-03,,TRUE,White,Male,Straight
5388,nm0537962,Marne Maitland,1914-12-18,171.0,TRUE,,,
5390,nm0338210,Nigel Green,1924-10-15,189.0,TRUE,White,Male,Straight
5391,nm0584194,Ralph Michael,1907-09-26,,TRUE,,,
5392,nm0932811,Douglas Wilmer,1920-01-08,180.0,TRUE,White,Male,Straight
5393,nm0880956,Edward Underdown,1908-12-03,185.0,TRUE,,,
5394,nm0036170,Peter Arne,1920-09-29,175.0,TRUE,,,
5395,nm0571674,Leo McKern,1920-03-16,168.0,TRUE,White,Male,Straight
5397,nm0001727,Robert Shaw,1927-08-09,178.0,TRUE,White,Male,Straight
5401,nm0202638,Nigel Davenport,1928-05-23,183.0,TRUE,White,Male,Straight
5404,nm0000457,John Hurt,1940-01-22,175.0,TRUE,White,Male,Straight
5409,nm0714874,Corin Redgrave,1939-07-16,187.0,TRUE,White,Male,Straight
5410,nm0086780,Colin Blakely,1930-09-23,173.0,TRUE,White,Male,Straight
5412,nm0524740,Cyril Luckham,1907-07-25,,TRUE,,,
5413,nm0007232,Jack Gwillim,1909-12-15,189.0,TRUE,,,
5414,nm0431626,Yootha Joyce,1927-08-20,166.0,TRUE,,,
5415,nm0629458,Anthony Nicholls,1902-10-16,,TRUE,,,
5416,nm0886073,Gert van den Bergh,1920-10-16,,TRUE,,,
5417,nm0304027,Ken Gampu,1929-08-28,,TRUE,,,
5418,nm0562782,Patrick Mynhardt,1932-06-12,,TRUE,,,
5419,nm0834754,Woody Strode,1914-07-25,193.0,TRUE,Black,Male,Straight
5420,nm0001012,Claudia Cardinale,1938-04-15,168.0,TRUE,White,Female,Straight
5422,nm0078413,Rafael Bertrand,1917-08-20,,TRUE,,,
5423,nm0554830,Jorge Martínez de Hoyos,1920-09-25,,TRUE,,,
5424,nm0739347,Carlos Romero,1927-02-15,,TRUE,,,
5425,nm0284839,Margot Fonteyn,1919-05-18,,TRUE,,,
5426,nm0638159,Rudolf Nureyev,1938-03-17,173.0,TRUE,White,Male,Gay
5427,nm0004541,David Blair,,,TRUE,,,
5433,nm0236343,Desmond Doyle,1932-06-16,,TRUE,,,
5434,nm0000298,Candice Bergen,1946-05-09,171.0,TRUE,White,Female,Straight
5436,nm0037491,Emmanuelle Arsan,1932-01-19,,TRUE,,,
5437,nm0538683,Mako,1933-12-10,163.0,TRUE,Asian,Male,Straight
5438,nm0732455,Charles Robinson,1945-11-09,188.0,TRUE,,,
5441,nm0707077,Ford Rainey,1908-08-08,191.0,TRUE,White,Male,Straight
5442,nm0877185,Joe Turkel,1927-07-15,175.0,TRUE,,,
5443,nm0519618,Richard Loo,1903-10-01,178.0,TRUE,,,
5444,nm0651807,Per Oscarsson,1927-01-28,180.0,TRUE,,,
5446,nm0511458,Gunnel Lindblom,1931-12-18,,TRUE,,,
5447,nm0270147,Birgitte Federspiel,1925-09-06,,TRUE,,,
5448,nm0720988,Knud Rex,1912-03-30,,TRUE,,,
5449,nm0676825,Hans W. Petersen,1897-01-28,,TRUE,,,
5450,nm0464392,Henki Kolstad,1915-02-03,,TRUE,,,
5451,nm0361090,Sverre Hansen,1919-08-24,,TRUE,,,
5452,nm0280751,Lise Fjeldstad,1939-06-17,,TRUE,,,
5453,nm0653324,Carl Ottosen,1918-07-18,,TRUE,,,
5454,nm0026100,Bjarne Andersen,1909-01-15,,TRUE,,,
5455,nm0106953,Wilfred Breistrand,1921-04-29,,TRUE,,,
5456,nm0375783,Osvald Helmuth,1894-07-14,,TRUE,,,
5457,nm0001159,Faye Dunaway,1941-01-14,170.0,TRUE,White,Female,Straight
5463,nm0689488,Michael J. Pollard,1939-05-30,168.0,TRUE,White,Male,Straight
5466,nm0000432,Gene Hackman,1930-01-30,187.0,TRUE,White,Male,Straight
5474,nm0663820,Estelle Parsons,1927-11-20,163.0,TRUE,White,Female,Straight
5477,nm0262748,Evans Evans,1936-11-26,,TRUE,,,
5478,nm0000698,Gene Wilder,1933-06-11,179.0,TRUE,White,Male,Straight
5481,nm0001421,George Kennedy,1925-02-18,193.0,TRUE,White,Male,Straight
5483,nm0134201,J.D. Cannon,1922-04-24,180.0,TRUE,,,
5484,nm0238105,Robert Drivas,1935-11-21,175.0,TRUE,White,Male,Gay
5485,nm0001510,Strother Martin,1919-03-26,165.0,TRUE,White,Male,Straight
5490,nm0940971,Morgan Woodward,1925-09-16,191.0,TRUE,White,Male,Straight
5491,nm0039435,Luke Askew,1932-03-26,179.0,TRUE,White,Male,Straight
5493,nm0147049,Marc Cavell,1939-06-28,,TRUE,,,
5494,nm0232817,Robert Donner,1931-04-27,,TRUE,White,Male,Straight
5495,nm0278258,Warren Finnerty,1925-04-09,,TRUE,,,
5497,nm0066098,Shelley Berman,1925-02-03,174.0,TRUE,White,Male,Straight
5498,nm0300010,Martin Gabel,1912-06-19,168.0,TRUE,White,Male,Straight
5499,nm2919747,Pat Collins,,,TRUE,White,Female,Straight
5500,nm0098014,Tom Bosley,1927-10-01,168.0,TRUE,White,Male,Straight
5501,nm0310370,Dick Gautier,1931-10-30,183.0,TRUE,White,Male,Straight
5502,nm0001513,Tim Matheson,1947-12-31,188.0,TRUE,White,Male,Straight
5503,nm0324556,Gary Goetzman,1952-11-06,183.0,TRUE,,,
5504,nm0627969,Anthony Newley,1931-09-24,175.0,TRUE,White,Male,Straight
5505,nm0390305,Geoffrey Holder,1930-08-01,198.0,TRUE,,,
5506,nm0889540,Norma Varden,1898-01-20,178.0,TRUE,White,Female,
5507,nm0000163,Dustin Hoffman,1937-08-08,167.0,TRUE,White,Male,Straight
5516,nm0001684,Katharine Ross,1940-01-29,160.0,TRUE,White,Female,Straight
5518,nm0377750,Buck Henry,1930-12-09,,TRUE,White,Male,
5520,nm0043011,Brian Avery,1940-07-13,,TRUE,,,
5521,nm0111754,Walter Brooke,1914-10-13,175.0,TRUE,,,
5522,nm0396455,Katharine Houghton,1945-03-10,165.0,TRUE,White,Female,Straight
5523,nm0723968,Beah Richards,1920-07-12,,TRUE,Black,Female,Straight
5526,nm0370465,Alexandra Hay,1947-07-24,170.0,TRUE,,,
5527,nm0709872,Barbara Randolph,1942-05-05,,TRUE,,,
5528,nm0552121,D'Urville Martin,1939-02-11,,TRUE,,,
5530,nm0086706,Robert Blake,1933-09-18,163.0,TRUE,White,Male,Straight
5531,nm0934113,Scott Wilson,1942-03-29,180.0,TRUE,White,Male,Straight
5535,nm0641663,Gerald S. O'Loughlin,1921-12-23,,TRUE,White,Male,Straight
5536,nm0179786,Jeff Corey,1914-08-10,184.0,TRUE,White,Male,Straight
5540,nm0002095,Will Geer,1902-03-09,189.0,TRUE,White,Male,Bisexual
5541,nm0572897,John McLiam,1918-01-24,165.0,TRUE,,,
5542,nm0396426,Paul Hough,1974-08-04,,TRUE,,,
5543,nm0643105,Warren Oates,1928-07-05,181.0,TRUE,White,Male,Straight
5546,nm0666247,James Patterson,1932-06-29,,TRUE,White,Male,Straight
5548,nm0769974,William Schallert,1922-07-06,185.0,TRUE,White,Male,Straight
5549,nm0542847,Larry D. Mann,1922-12-18,,TRUE,,,
5550,nm0164273,Matt Clark,1936-11-25,,TRUE,,,
5552,nm0202405,Claude Dauphin,1903-08-19,,TRUE,White,Male,Straight
5553,nm0336842,Nadia Gray,1923-11-23,,TRUE,,,
5554,nm0221107,Georges Descrières,1930-04-15,,TRUE,,,
5555,nm0000302,Jacqueline Bisset,1944-09-13,169.0,TRUE,White,Female,Straight
5558,nm0180498,Judy Cornwell,1940-02-22,160.0,TRUE,,,
5560,nm0642675,Milo O'Shea,1926-06-02,,TRUE,White,Male,Straight
5563,nm0420266,Barbara Jefford,1930-07-26,,TRUE,,,
5565,nm0747687,Maurice Roëves,1937-03-19,173.0,TRUE,,,
5566,nm0571435,T.P. McKenna,1929-09-07,178.0,TRUE,,,
5567,nm0001217,Fionnula Flanagan,1941-12-10,157.0,TRUE,,,
5568,nm0218747,Martin Dempsey,"1922 in Fermoy, County Cork, Ireland",,TRUE,,,
5569,nm0446303,David Kelly,1929-07-11,178.0,TRUE,White,Male,Straight
5571,nm0512651,Graham Lines,1929-03-25,,TRUE,,,
5572,nm0512631,Rosaleen Linehan,1937-06-01,169.0,TRUE,,,
5573,nm0843213,William Sylvester,1922-01-31,192.0,TRUE,,,
5574,nm0725220,Daniel Richter,1939-06-15,,TRUE,,,
5575,nm0744436,Leonard Rossiter,1926-10-21,175.0,TRUE,White,Male,Straight
5578,nm0879239,Margaret Tyzack,1931-09-09,168.0,TRUE,White,Female,Straight
5579,nm0064235,Robert Beatty,1909-10-19,179.0,TRUE,White,Male,Straight
5580,nm0838340,Sean Sullivan,,,TRUE,,,
5582,nm0588339,Frank Miller,"1944 in Chicago, Illinois, USA",196.0,TRUE,White,Male,Straight
5586,nm0922916,Bill Weston,1941-05-29,187.0,TRUE,,,
5587,nm0084042,Ed Bishop,1932-06-11,180.0,TRUE,White,Male,Straight
5588,nm0317506,Alan Gifford,1911-03-11,,TRUE,,,
5589,nm0319268,Ann Gillis,1927-02-12,,TRUE,,,
5591,nm0001687,Gena Rowlands,1930-06-19,168.0,TRUE,White,Female,Straight
5592,nm0137524,Lynn Carlin,1938-01-31,,TRUE,,,
5593,nm0237134,Fred Draper,1923-09-02,,TRUE,,,
5594,nm0001025,Seymour Cassel,1935-01-22,172.0,TRUE,White,Male,Straight
5596,nm0347827,Dorothy Gulliver,1908-09-06,157.0,TRUE,,,
5597,nm0430020,Joanne Moore Jordan,1928-09-09,,TRUE,,,
5598,nm0000659,Barbra Streisand,1942-04-24,165.0,TRUE,White,Female,Straight
5602,nm0575552,Kay Medford,1919-09-14,,TRUE,White,Female,
5603,nm5009508,Lee Allen,,,TRUE,,,
5604,nm0492948,Mittie Lawrence,1941-09-01,,TRUE,,,
5605,nm0363515,John Harmon,1905-06-30,,TRUE,,,
5606,nm0105007,Thordis Brandt,1940-09-07,,TRUE,,,
5607,nm0001749,Maggie Smith,1934-12-28,165.0,TRUE,White,Female,Straight
5611,nm0627878,Bob Newhart,1929-09-05,168.0,TRUE,White,Male,Straight
5612,nm0000164,Anthony Hopkins,1937-12-31,175.0,TRUE,White,Male,Straight
5622,nm0856050,Nigel Terry,1945-08-15,180.0,TRUE,White,Male,
5623,nm0001096,Timothy Dalton,1946-03-21,187.0,TRUE,White,Male,Straight
5625,nm0581457,Jane Merrow,1941-08-26,165.0,TRUE,,,
5626,nm0830740,Nigel Stock,1919-09-21,,TRUE,White,Male,Straight
5627,nm0341558,Kenneth Griffith,1921-10-12,173.0,TRUE,,,
5628,nm0941146,Henry Woolf,"1930 in London, England, UK",152.0,TRUE,,,
5629,nm0248983,Herb Edelman,1933-11-05,196.0,TRUE,White,Male,Straight
5631,nm0791186,Carole Shelley,1939-08-16,,TRUE,,,
5632,nm0012441,Iris Adrian,1912-05-29,163.0,TRUE,White,Female,Straight
5633,nm0600531,Ron Moody,1924-01-08,178.0,TRUE,White,Male,Straight
5634,nm0908861,Shani Wallis,1933-04-14,,TRUE,,,
5635,nm0781183,Harry Secombe,1921-09-08,173.0,TRUE,White,Male,Straight
5636,nm0504492,Mark Lester,1958-07-11,179.0,TRUE,White,Male,Straight
5639,nm0928349,Jack Wild,1952-09-30,165.0,TRUE,White,Male,Straight
5640,nm0640561,Joseph O'Conor,1910-02-14,,TRUE,,,
5642,nm0609859,Peggy Mount,1915-05-02,156.0,TRUE,White,Female,
5643,nm0048523,Hylda Baker,1905-02-04,150.0,TRUE,,,
5644,nm0186469,Kenneth Cranham,1944-12-12,170.0,TRUE,White,Male,Straight
5646,nm0925453,Sheila White,1948-10-18,,TRUE,,,
5647,nm0685694,Wensley Pithey,1914-01-20,,TRUE,,,
5648,nm0790071,Dick Shawn,1923-12-01,183.0,TRUE,White,Male,Straight
5649,nm0550318,Kenneth Mars,1935-04-04,191.0,TRUE,White,Male,Straight
5652,nm0936115,Estelle Winwood,1883-01-24,,TRUE,,,
5653,nm0381973,Christopher Hewett,1921-04-05,191.0,TRUE,White,Male,
5654,nm0903867,Andréas Voutsinas,1930-08-22,,TRUE,,,
5655,nm0580607,Lee Meredith,1947-10-22,174.0,TRUE,,,
5657,nm0853041,Renée Taylor,1933-03-19,168.0,TRUE,,,
5659,nm0205157,Michael Davis,1961-08-01,,TRUE,,,
5663,nm0132100,Frank Campanella,1919-03-12,196.0,TRUE,White,Male,
5664,nm0940946,Joanne Woodward,1930-02-27,163.0,TRUE,White,Female,Straight
5666,nm0647921,James Olson,1930-10-08,193.0,TRUE,White,Male,
5668,nm0364299,Kate Harrington,1902-12-08,,TRUE,,,
5670,nm0595567,Donald Moffat,1930-12-26,187.0,TRUE,White,Male,Straight
5673,nm0435218,Terry Kiser,1939-08-01,179.0,TRUE,White,Male,Straight
5674,nm0693449,Nell Potts,1959-04-08,,TRUE,,,
5675,nm0926013,Leonard Whiting,1950-06-30,173.0,TRUE,White,Male,Straight
5676,nm0001377,Olivia Hussey,1951-04-17,157.0,TRUE,Multiracial,Female,Straight
5677,nm0568491,John McEnery,1943-11-01,,TRUE,White,Male,Straight
5680,nm0382411,Pat Heywood,1931-08-01,165.0,TRUE,,,
5682,nm0001868,Michael York,1942-03-27,179.0,TRUE,White,Male,Straight
5685,nm0732430,Bruce Robinson,1946-05-02,170.0,TRUE,,,
5686,nm0663678,Natasha Parry,1930-12-02,164.0,TRUE,,,
5687,nm0083838,Roberto Bisacco,1939-03-01,,TRUE,,,
5688,nm0390332,Roy Holder,1946-06-15,,TRUE,,,
5689,nm0804275,Keith Skinner,"1949 in England, UK",,TRUE,,,
5690,nm0001201,Mia Farrow,1945-02-09,163.0,TRUE,White,Female,Straight
5696,nm0263052,Maurice Evans,1901-06-03,178.0,TRUE,White,Male,Matter
5697,nm0895407,Victoria Vetri,1944-09-26,165.0,TRUE,,,
5698,nm0446763,Patsy Kelly,1910-01-12,159.0,TRUE,White,Female,Lesbian
5699,nm0001301,Charles Grodin,1935-04-21,185.0,TRUE,White,Male,Straight
5702,nm0381000,Hanna Landy,1919-10-05,161.0,TRUE,,,
5703,nm0498609,Phil Leeds,1916-04-06,168.0,TRUE,,,
5706,nm0000991,Geneviève Bujold,1942-07-01,163.0,TRUE,,,
5707,nm0171475,John Colicos,1928-12-10,178.0,TRUE,White,Male,Straight
5708,nm0311262,Valerie Gearon,1937-09-27,157.0,TRUE,,,
5709,nm5409246,Michael Johnson,,188.0,TRUE,Black,Male,Straight
5711,nm0420312,Peter Jeffrey,1929-04-18,178.0,TRUE,,,
5713,nm0820109,William Squire,1917-04-29,,TRUE,,,
5714,nm0229943,Vernon Dobtcheff,1934-08-14,185.0,TRUE,White,Male,
5716,nm0191685,Robert Culp,1930-08-16,185.0,TRUE,White,Male,Straight
5718,nm0001285,Elliott Gould,1938-08-29,191.0,TRUE,White,Male,Straight
5721,nm0001007,Dyan Cannon,1937-01-04,165.0,TRUE,White,Female,Straight
5723,nm0611277,Donald F. Muhich,1931-11-30,,TRUE,,,
5724,nm0946481,Celeste Yarnall,1944-07-26,,TRUE,,,
5726,nm0096143,Lynn Borden,1937-03-24,170.0,TRUE,,,
5727,nm0123653,Linda Burton,,,TRUE,,,
5728,nm0611976,Greg Mullavey,1939-09-10,,TRUE,White,Male,Straight
5729,nm0000602,Robert Redford,1936-08-18,179.0,TRUE,White,Male,Straight
5735,nm0428216,Henry Jones,1912-08-01,178.0,TRUE,White,Male,Straight
5738,nm0299149,George Furth,1932-12-14,177.0,TRUE,White,Male,
5741,nm0001458,Cloris Leachman,1926-04-30,166.0,TRUE,,,
5746,nm0144252,Ted Cassidy,1932-07-31,206.0,TRUE,White,Male,Straight
5747,nm0722413,Donnelly Rhodes,1937-12-04,178.0,TRUE,,,
5748,nm0779850,Timothy Scott,1937-07-20,,TRUE,,,
5751,nm0225741,Charles Dierkop,1936-09-11,,TRUE,,,
5753,nm0001228,Peter Fonda,1940-02-23,189.0,TRUE,White,Male,Straight
5754,nm0579234,Antonio Mendoza,,,TRUE,,,
5755,nm0026035,Luana Anders,1938-05-12,163.0,TRUE,White,Female,
5758,nm0770124,Sabrina Scharf,1943-10-17,,TRUE,,,
5759,nm0907480,Robert Walker Jr.,1940-04-15,173.0,TRUE,,,
5760,nm0050451,Robert Ball,,161.0,TRUE,,,
5762,nm0000907,Richard Benjamin,1938-05-22,188.0,TRUE,White,Male,Straight
5765,nm0532298,Ali MacGraw,1939-04-01,173.0,TRUE,White,Female,Straight
5767,nm0552832,Nan Martin,1927-07-15,,TRUE,White,Female,Straight
5768,nm0164379,Petula Clark,1932-11-15,157.0,TRUE,White,Female,Straight
5769,nm0714878,Michael Redgrave,1908-03-20,190.0,TRUE,White,Male,Bisexual
5770,nm0048468,George Baker,1931-04-01,189.0,TRUE,White,Male,Straight
5774,nm0117188,Michael Bryant,1928-04-05,,TRUE,,,
5776,nm0373324,Jack Hedley,1930-10-28,,TRUE,White,Male,
5777,nm0499315,Alison Leggatt,1904-02-07,166.0,TRUE,,,
5778,nm0750192,Jenny Runacre,1946-08-18,178.0,TRUE,,,
5779,nm0340737,Clinton Greyn,1933-09-29,187.0,TRUE,,,
5780,nm0545294,Elspeth March,1911-03-05,,TRUE,,,
5781,nm0828745,Ronnie Stevens,1925-09-02,,TRUE,,,
5782,nm0932116,Nicol Williamson,1936-09-14,188.0,TRUE,White,Male,Straight
5783,nm0661407,Judy Parfitt,1935-11-07,174.0,TRUE,White,Female,Straight
5784,nm0265717,Marianne Faithfull,1946-12-29,165.0,TRUE,,,
5785,nm0515193,Roger Livesey,1906-06-25,183.0,TRUE,White,Male,Straight
5786,nm0263565,Richard Everett,,,TRUE,,,
5787,nm0186903,Michael Crawford,1942-01-19,179.0,TRUE,White,Male,Straight
5788,nm0564059,Marianne McAndrew,1942-11-26,175.0,TRUE,,,
5789,nm0668855,E.J. Peaker,1940-02-22,,TRUE,,,
5790,nm0641729,J. Pat O'Malley,1904-03-15,166.0,TRUE,White,Male,Straight
5791,nm0000685,Jon Voight,1938-12-29,189.0,TRUE,White,Male,Straight
5795,nm0587249,Sylvia Miles,1924-09-09,166.0,TRUE,White,Female,Straight
5796,nm0882853,Brenda Vaccaro,1939-11-18,165.0,TRUE,White,Female,Straight
5798,nm0400464,Barnard Hughes,1915-07-16,179.0,TRUE,White,Male,Straight
5801,nm0759022,Jennifer Salt,1944-09-04,159.0,TRUE,,,
5802,nm0765546,Michael Sarrazin,1940-05-22,189.0,TRUE,White,Male,Straight
5803,nm0000889,Bonnie Bedelia,1948-03-25,163.0,TRUE,White,Female,Straight
5806,nm0175700,Michael Conrad,1925-10-16,193.0,TRUE,White,Male,Straight
5807,nm0001136,Bruce Dern,1936-06-04,185.0,TRUE,White,Male,Straight
5811,nm0506889,Al Lewis,1912-10-25,,TRUE,White,Male,Straight
5813,nm0276341,Robert Fields,1938-07-10,,TRUE,,,
5814,nm0201089,Severn Darden,1929-11-09,,TRUE,White,Male,
5815,nm0572885,Allyn Ann McLerie,1926-12-01,,TRUE,White,Female,Straight
5816,nm0404985,Jacquelyn Hyde,1931-03-19,,TRUE,,,
5817,nm0004794,Glen Campbell,1936-04-22,183.0,TRUE,White,Male,Straight
5818,nm0200981,Kim Darby,1947-07-08,,TRUE,White,Female,Straight
5819,nm0805177,Jeremy Slate,1926-02-17,183.0,TRUE,White,Male,Straight
5820,nm0753086,Alfred Ryder,1916-01-05,,TRUE,,,
5821,nm0811824,Ron Soble,1928-03-28,,TRUE,,,
5822,nm0234732,John Doucette,1921-01-21,175.0,TRUE,,,
5823,nm0273477,Emilio Fernández,1904-03-26,180.0,TRUE,,,
5824,nm0428618,L.Q. Jones,1927-08-19,183.0,TRUE,,,
5826,nm0005019,Bo Hopkins,1942-02-02,,TRUE,White,Male,Straight
5829,nm3973070,Paul Harper,,,TRUE,,,
5830,nm0750930,Jorge Russek,1932-01-04,,TRUE,,,
5831,nm0598971,Yves Montand,1921-10-13,186.0,TRUE,White,Male,Straight
5832,nm0004462,Jean-Louis Trintignant,1930-12-11,172.0,TRUE,,,
5834,nm0673749,François Périer,1919-11-10,170.0,TRUE,,,
5835,nm0674742,Jacques Perrin,1941-07-13,,TRUE,White,Male,Straight
5836,nm0219342,Charles Denner,1926-05-29,,TRUE,,,
5837,nm0245240,Pierre Dux,1908-10-21,,TRUE,,,
5838,nm0350196,Georges Géret,1924-10-18,,TRUE,,,
5839,nm0294401,Bernard Fresson,1931-05-27,,TRUE,,,
5840,nm0102566,Marcel Bozzuffi,1928-10-28,,TRUE,,,
5842,nm0347453,Julien Guiomar,1928-05-03,,TRUE,,,
5843,nm0637649,Magali Noël,1932-06-27,,TRUE,,,
5845,nm0759395,Renato Salvatori,1933-03-20,,TRUE,,,
5846,nm0423332,Clotilde Joano,1932-01-03,,TRUE,,,
5847,nm0001509,Dean Martin,1917-06-07,178.0,TRUE,White,Male,Straight
5848,nm0781029,Jean Seberg,1938-11-13,160.0,TRUE,White,Female,Straight
5849,nm0822972,Maureen Stapleton,1925-06-21,160.0,TRUE,White,Female,Straight
5852,nm0944073,Dana Wynter,1931-06-08,169.0,TRUE,White,Female,Straight
5853,nm0004833,Gary Collins,1938-04-30,185.0,TRUE,White,Male,Straight
5854,nm0000197,Jack Nicholson,1937-04-22,177.0,TRUE,White,Male,Straight
5864,nm0000947,Karen Black,1939-07-01,171.0,TRUE,White,Female,Straight
5866,nm0124100,Billy Green Bush,1935-11-07,188.0,TRUE,,,
5868,nm0280840,Fannie Flagg,1944-09-21,,TRUE,White,Female,Lesbian
5869,nm0001783,Sally Struthers,1947-07-28,155.0,TRUE,White,Female,Straight
5870,nm0821489,Richard Stahl,1932-01-04,,TRUE,,,
5871,nm0436001,Helena Kallianiotes,1938-03-24,,TRUE,,,
5872,nm0059844,Toni Basil,1943-09-22,165.0,TRUE,White,Female,
5873,nm0857213,Lorna Thayer,1919-03-10,,TRUE,,,
5874,nm0000769,Susan Anspach,1942-11-23,,TRUE,White,Female,Straight
5875,nm0906627,Ralph Waite,1928-06-22,183.0,TRUE,White,Male,Straight
5876,nm0149970,William Challee,1904-04-06,,TRUE,,,
5877,nm0752636,John P. Ryan,1936-07-30,183.0,TRUE,,,
5879,nm0830019,Dorothy Stickney,1896-06-21,,TRUE,White,Female,Straight
5880,nm0694216,Lovelady Powell,1930-05-09,,TRUE,,,
5881,nm0450797,Daniel Keyes,1927-08-09,,TRUE,White,Male,Straight
