,imdb_name_id,name,date_of_birth,height,is_actor,race,gender,sexuality
0,nm0002183,George Arliss,1868-04-10,170.0,True,White,Male,Straight
2,nm0515967,Doris Lloyd,1896-07-03,,True,White,Female,
5,nm0868456,David Torrence,1864-01-17,185.0,True,,,
9,nm0000910,Joan Bennett,1910-02-27,161.0,True,White,Female,Straight
12,nm0035196,Florence Arliss,1870-07-29,,True,,,
14,nm0124236,Anthony Bushell,1904-05-19,183.0,True,,,
16,nm0362267,Ann Harding,1902-08-07,157.0,True,White,Female,Straight
20,nm0000802,Mary Astor,1906-05-03,168.0,True,White,Female,Straight
25,nm0024739,Robert Ames,1889-03-23,178.0,True,,,
27,nm0177599,Hallam Cooley,1895-02-08,183.0,True,,,
29,nm0354878,Creighton Hale,1889-05-24,175.0,True,,,
31,nm0002143,Edward Everett Horton,1886-03-18,183.0,True,White,Male,Gay
34,nm0394407,Hedda Hopper,1885-05-02,170.0,True,White,Female,Straight
37,nm0000034,William Holden,1918-04-17,180.0,True,White,Male,Straight
59,nm0654530,Monroe Owsley,1900-08-11,180.0,True,,,
61,nm0000817,Lew Ayres,1908-12-28,177.0,True,White,Male,Straight
66,nm0558629,Dorothy Mathews,1912-02-13,160.0,True,,,
68,nm0417824,Leon Janney,1917-04-01,,True,,,
70,nm0254609,Robert Elliott,1879-10-09,187.0,True,,,
72,nm0000010,James Cagney,1899-07-17,165.0,True,White,Male,Straight
83,nm0861034,Kenneth Thomson,1899-01-07,183.0,True,,,
85,nm0535006,Noel Madison,1897-04-30,179.0,True,White,Male,Straight
88,nm0437304,Eddie Kane,1889-08-12,,True,,,
90,nm0934232,Tom Wilson,1880-08-27,188.0,True,,,
92,nm0296859,Dwight Frye,1899-02-22,169.0,True,White,Male,Straight
94,nm0431882,Charles Judels,1882-08-17,,True,,,
98,nm0007216,Nancy Carroll,1903-11-19,163.0,True,White,Female,Straight
100,nm0545298,Fredric March,1897-08-31,178.0,True,White,Male,Straight
106,nm0604656,Frank Morgan,1890-06-01,173.0,True,White,Male,Straight
110,nm0026011,Glenn Anders,1889-09-01,,True,White,Male,
112,nm0007223,James Dunn,1901-11-02,183.0,True,White,Male,Straight
115,nm0251755,Sally Eilers,1908-12-11,160.0,True,White,Female,Straight
117,nm0326809,Minna Gombell,1892-05-28,,True,,,
122,nm0201227,Frank Darien,1876-03-18,,True,,,
125,nm0269524,William Pawley,1905-07-21,183.0,True,,,
127,nm0280707,Paul Fix,1901-03-13,183.0,True,White,Male,Straight
135,nm0404158,Walter Huston,1883-04-05,183.0,True,White,Male,Straight
143,nm0823503,Frances Starr,1886-06-06,,True,,,
145,nm0593372,Grant Mitchell,1874-06-17,175.0,True,White,Male,Straight
153,nm0087434,Sally Blane,1910-07-11,164.0,True,White,Female,Straight
155,nm0408433,Ralph Ince,1887-01-16,,True,,,
157,nm0637789,Edward J. Nugent,1904-02-07,184.0,True,,,
160,nm0601129,Dickie Moore,1925-09-12,,True,White,Male,Straight
164,nm0671738,Nat Pendleton,1895-08-09,183.0,True,White,Male,Straight
168,nm0259638,George Ernest,1921-11-20,,True,,,
170,nm0394477,Russell Hopton,1900-02-18,180.0,True,,,
173,nm0757925,Charles 'Chic' Sale,1885-08-25,,True,,,
175,nm0000891,Wallace Beery,1885-04-01,182.0,True,White,Male,Straight
178,nm0140504,Leo Carrillo,1881-08-06,178.0,True,Hispanic,Male,Straight
182,nm0942039,Fay Wray,1907-09-15,160.0,True,White,Female,Straight
185,nm0007219,Donald Cook,1901-09-26,180.0,True,White,Male,Straight
187,nm0260020,Stuart Erwin,1903-02-14,175.0,True,White,Male,Straight
189,nm0910400,Henry B. Walthall,1878-03-16,170.0,True,,,
191,nm0771584,Joseph Schildkraut,1896-03-22,178.0,True,White,Male,Straight
194,nm0218490,Katherine DeMille,1911-06-29,162.0,True,,,
197,nm0831889,George E. Stone,1903-05-18,161.0,True,,,
201,nm0700084,Frank Puglia,1892-03-09,,True,White,Male,Straight
204,nm0124287,Francis X. Bushman Jr.,1903-05-01,188.0,True,,,
206,nm0035455,Henry Armetta,1888-07-04,,True,White,Male,
209,nm0002021,Noël Coward,1899-12-16,183.0,True,,,
212,nm0370833,Julie Haydon,1910-06-10,164.0,True,,,
214,nm0725897,Stanley Ridges,1890-07-17,,True,White,Male,
221,nm0805701,Martha Sleeper,1910-06-24,163.0,True,,,
223,nm0181960,Ernest Cossart,1876-09-24,175.0,True,,,
227,nm0941233,Alexander Woollcott,1887-01-19,,True,White,Male,Straight
229,nm0604174,Rosita Moreno,1907-03-18,164.0,True,,,
232,nm0161862,Eduardo Ciannelli,1889-08-30,170.0,True,White,Male,Straight
237,nm0822034,Lionel Stander,1908-01-11,183.0,True,White,Male,Straight
242,nm0000022,Clark Gable,1901-02-01,185.0,True,White,Male,Straight
249,nm0531776,Jeanette MacDonald,1903-06-18,163.0,True,White,Female,Straight
251,nm0000075,Spencer Tracy,1900-04-05,175.0,True,White,Male,Straight
265,nm0392442,Jack Holt,1888-05-31,183.0,True,White,Male,Straight
267,nm0707771,Jessie Ralph,1870-11-05,165.0,True,White,Female,Straight
271,nm0372384,Ted Healy,1896-10-01,179.0,True,White,Male,Straight
273,nm0743841,Shirley Ross,1913-01-07,,True,,,
279,nm0399346,Harold Huber,1909-12-05,,True,,,
283,nm0448012,Edgar Kennedy,1890-04-26,185.0,True,White,Male,Straight
286,nm0790383,Al Shean,1868-05-12,168.0,True,,,
288,nm0363218,Kenneth Harlan,1895-07-26,185.0,True,,,
290,nm0408184,Roger Imhof,1875-08-15,,True,White,Male,Straight
293,nm0001256,Greta Garbo,1905-09-18,170.0,True,White,Female,Bisexual
295,nm0002048,Melvyn Douglas,1901-04-05,186.0,True,White,Male,Straight
301,nm0163257,Ina Claire,1893-10-15,163.0,True,White,Female,Straight
303,nm0000509,Bela Lugosi,1882-10-20,185.0,True,White,Male,Straight
305,nm0750079,Sig Ruman,1884-10-11,183.0,True,White,Male,
311,nm0107795,Felix Bressart,1892-03-02,,True,White,Male,
315,nm0334603,Alexander Granach,1893-04-18,,True,White,Male,Straight
317,nm0310843,Gregory Gaye,1900-10-10,183.0,True,,,
321,nm0561693,Edwin Maxwell,1886-02-09,,True,,,
325,nm0137353,Richard Carle,1871-07-07,182.0,True,,,
329,nm0003110,Cesar Romero,1907-02-15,190.0,True,Hispanic,Male,Gay
333,nm0319582,Virginia Gilmore,1919-07-26,,True,,,
336,nm0000926,Milton Berle,1908-07-12,178.0,True,White,Male,Straight
340,nm0339307,Charlotte Greenwood,1890-06-25,174.0,True,White,Female,Straight
342,nm0502766,Sheldon Leonard,1907-02-22,183.0,True,White,Male,Straight
344,nm0166265,Stanley Clements,1926-07-16,170.0,True,,,
348,nm0421028,Frank Jenks,1902-11-04,,True,White,Male,Straight
351,nm0662065,Barnett Parker,1886-09-11,,True,,,
353,nm0492908,Marc Lawrence,1910-02-17,178.0,True,White,Male,Straight
361,nm0403636,Paul Hurst,1888-10-15,,True,,,
366,nm0142273,Anthony Caruso,1916-04-07,174.0,True,White,Male,Straight
371,nm0552744,Marion Martin,1908-06-07,169.0,True,White,Female,Straight
373,nm0067589,Leon Belasco,1902-10-11,180.0,True,,,
375,nm0113184,Charles D. Brown,1887-07-01,175.0,True,,,
379,nm0504125,Joan Leslie,1925-01-26,163.0,True,White,Female,Straight
382,nm0926636,Richard Whorf,1906-06-04,174.0,True,,,
384,nm0543287,Irene Manning,1912-07-17,,True,White,Female,Straight
386,nm0864869,George Tobias,1901-07-14,183.0,True,White,Male,Straight
393,nm0213619,Rosemary DeCamp,1910-11-14,159.0,True,White,Female,Straight
398,nm0128573,Jeanne Cagney,1919-03-25,,True,,,
401,nm0486387,Frances Langford,1913-04-04,152.0,True,White,Female,Straight
405,nm0053616,George Barbier,1865-11-19,,True,White,Male,Straight
407,nm0757064,S.Z. Sakall,1883-02-02,,True,,,
411,nm0146185,Walter Catlett,1889-02-04,179.0,True,White,Male,Straight
416,nm0188465,Douglas Croft,1926-08-12,,True,,,
418,nm0289376,Eddie Foy Jr.,1905-02-04,,True,,,
422,nm0914808,Minor Watson,1889-12-22,,True,White,Male,Straight
428,nm0461594,Alexander Knox,1907-01-16,,True,White,Male,Straight
433,nm0280242,Geraldine Fitzgerald,1913-11-24,160.0,True,White,Female,Straight
439,nm0593775,Thomas Mitchell,1892-07-11,178.0,True,White,Male,Straight
453,nm0625724,Ruth Nelson,1905-08-02,,True,White,Female,Straight
460,nm0362567,Cedric Hardwicke,1893-02-19,175.0,True,White,Male,Straight
463,nm0002013,Charles Coburn,1877-06-19,183.0,True,White,Male,Straight
483,nm0001637,Vincent Price,1911-05-27,193.0,True,White,Male,Straight
487,nm0264278,William Eythe,1918-04-07,178.0,True,White,Male,Bisexual
492,nm0027156,Mary Anderson,1918-04-03,,True,White,Female,
502,nm0285864,Ruth Ford,1911-07-07,165.0,True,White,Female,Straight
504,nm0085782,Sidney Blackmer,1895-07-13,183.0,True,White,Male,Straight
508,nm0357111,Charles Halton,1876-03-16,,True,White,Male,
513,nm0000122,Charles Chaplin,1889-04-16,163.0,True,,,
516,nm0180900,Mady Correll,1907-04-19,,True,,,
518,nm0734467,Allison Roddan,1941-05-06,,True,,,
520,nm0507673,Robert Lewis,1909-03-16,,True,,,
528,nm0713106,Martha Raye,1916-08-27,160.0,True,White,Female,Straight
530,nm0255695,Isobel Elsom,1893-03-16,163.0,True,White,Female,Straight
534,nm0071913,Marjorie Bennett,1896-01-15,157.0,True,,,
536,nm0045784,Irving Bacon,1893-09-06,183.0,True,White,Male,Straight
544,nm0109877,Virginia Brissac,1883-06-11,155.0,True,,,
547,nm0943837,Jane Wyman,1917-01-05,159.0,True,White,Female,Straight
552,nm0001948,Charles Bickford,1891-01-01,185.0,True,White,Male,Straight
558,nm0001547,Agnes Moorehead,1900-12-06,163.0,True,White,Female,Matter
563,nm0573640,Stephen McNally,1911-07-29,182.0,True,White,Male,Straight
566,nm0012443,Jan Sterling,1921-04-03,165.0,True,White,Female,Straight
570,nm0411935,Rosalind Ivan,1880-11-27,,True,,,
572,nm0656727,Mabel Paige,1880-12-19,,True,,,
575,nm0601287,Ida Moore,1882-03-01,,True,White,Female,
577,nm0621002,Alan Napier,1903-01-07,198.0,True,White,Male,Straight
580,nm0391361,Stanley Holloway,1890-10-01,170.0,True,White,Male,Straight
585,nm0912735,Betty Warren,1905-10-31,,True,,,
587,nm0614843,Barbara Murray,1929-09-27,,True,White,Female,Straight
589,nm0243512,Paul Dupuis,1913-08-11,,True,,,
591,nm0805389,John Slater,1916-08-22,,True,,,
593,nm0405140,Jane Hylton,1927-07-16,,True,,,
595,nm0403171,Raymond Huntley,1904-04-23,185.0,True,White,Male,Straight
598,nm0846407,Sydney Tafler,1916-07-31,,True,White,Male,Straight
602,nm0045968,Hermione Baddeley,1906-11-13,160.0,True,White,Female,Straight
607,nm0684891,Frederick Piper,1902-09-23,,True,,,
609,nm0000765,Pier Angeli,1932-06-19,152.0,True,White,Female,Straight
612,nm0259152,John Ericson,1926-09-25,188.0,True,White,Male,Straight
615,nm0172048,Patricia Collinge,1892-09-20,,True,,,
620,nm0084174,Richard Bishop,1898-04-27,,True,,,
622,nm0307750,Peggy Ann Garner,1932-02-03,163.0,True,White,Female,Straight
625,nm0576127,Ralph Meeker,1920-11-21,185.0,True,White,Male,Straight
628,nm0560887,Bill Mauldin,1921-10-29,,True,White,Male,Straight
630,nm0632425,Ave Ninchi,1915-12-14,,True,,,
632,nm0083081,Edward Binns,1916-09-12,183.0,True,White,Male,Straight
638,nm0001768,Rod Steiger,1925-04-14,178.0,True,White,Male,Straight
644,nm0798570,Aldo Silvani,1891-01-21,,True,,,
646,nm0507835,Tommy Lewis,1958-08-25,173.0,True,,,
648,nm0409421,Franco Interlenghi,1931-10-29,,True,,,
651,nm0041138,Edith Atwater,1911-04-22,,True,,,
654,nm0161863,Lewis E. Ciannelli,1923-01-12,,True,,,
656,nm0000008,Marlon Brando,1924-04-03,175.0,True,White,Male,Bisexual
667,nm0676492,Jean Peters,1926-10-15,166.0,True,White,Female,Straight
671,nm0000063,Anthony Quinn,1915-04-21,187.0,True,Hispanic,Male,Straight
677,nm0936476,Joseph Wiseman,1918-05-15,183.0,True,White,Male,Straight
681,nm0608909,Arnold Moss,1910-01-28,,True,White,Male,Straight
683,nm0715284,Alan Reed,1907-08-20,,True,White,Male,Straight
691,nm0546712,Margo,1917-05-10,163.0,True,Hispanic,Female,Straight
695,nm0330241,Harold Gordon,1918-08-09,,True,,,
701,nm0318153,Lou Gilbert,1909-08-01,,True,,,
703,nm0798826,Frank Silvera,1914-07-24,,True,Multiracial,Male,Straight
706,nm0308257,Richard Garrick,1878-12-27,,True,,,
710,nm0242972,Mildred Dunnock,1901-01-25,,True,White,Female,Straight
715,nm0001207,José Ferrer,1912-01-08,178.0,True,,,
720,nm0001248,Zsa Zsa Gabor,1917-02-06,163.0,True,,,
724,nm0282530,Suzanne Flon,1918-01-28,163.0,True,White,Female,
726,nm0634488,Claude Nollier,1919-12-12,,True,,,
728,nm0441251,Katherine Kath,1920-08-11,,True,,,
730,nm0163515,Mary Clare,1892-07-17,,True,,,
733,nm0187957,Walter Crisham,1906-01-29,,True,,,
735,nm0486946,Georges Lannes,1895-10-27,,True,,,
737,nm0598777,Lee Montague,1927-10-16,178.0,True,,,
739,nm0841842,Maureen Swanson,1932-11-25,,True,,,
741,nm0501384,Tutte Lemkow,1918-08-28,,True,,,
743,nm0071824,Jill Bennett,1931-12-24,,True,White,Female,Straight
749,nm0000942,Theodore Bikel,1924-05-02,185.0,True,White,Male,Straight
756,nm0197314,Dan Dailey,1915-12-14,191.0,True,White,Male,Straight
761,nm0238445,Joanne Dru,1922-01-31,166.0,True,White,Female,Straight
765,nm0405144,Richard Hylton,1920-12-11,,True,,,
767,nm0001077,Richard Crenna,1926-11-30,185.0,True,White,Male,Straight
770,nm0761576,Hugh Sanders,1911-03-13,,True,White,Male,
772,nm0113768,James Brown,1933-05-03,165.0,True,Black,Male,Straight
800,nm0001989,Leslie Caron,1931-07-01,156.0,True,White,Female,Straight
808,nm0002072,Mel Ferrer,1917-08-25,191.0,True,White,Male,Straight
810,nm0001922,Jean-Pierre Aumont,1911-01-05,183.0,True,,,
812,nm0441069,Kurt Kasznar,1913-08-13,183.0,True,White,Male,Straight
814,nm0086469,Amanda Blake,1929-02-20,168.0,True,White,Female,Straight
817,nm0314778,Alex Gerry,1904-10-06,,True,,,
821,nm0333807,Wilton Graff,1903-08-13,,True,White,Male,Straight
823,nm0062736,George Baxter,1905-04-08,185.0,True,,,
825,nm0000078,John Wayne,1907-05-26,193.0,True,White,Male,Straight
832,nm0656183,Geraldine Page,1924-11-22,173.0,True,White,Female,Straight
838,nm0000955,Ward Bond,1903-04-09,188.0,True,White,Male,Straight
844,nm0665327,Michael Pate,1920-02-26,183.0,True,White,Male,Straight
846,nm0000790,James Arness,1923-05-26,201.0,True,White,Male,Straight
848,nm0010240,Rodolfo Acosta,1920-07-29,,True,Hispanic,Male,Straight
851,nm0330388,Leo Gordon,1922-12-02,188.0,True,White,Male,Straight
853,nm0007342,Lee Aaker,1943-09-25,,True,White,Male,
857,nm0055736,Rayford Barnes,1920-10-23,,True,,,
859,nm0916067,Clifton Webb,1889-11-19,179.0,True,White,Male,Matter
862,nm0001766,Barbara Stanwyck,1907-07-16,165.0,True,White,Female,Matter
869,nm0001822,Robert Wagner,1930-02-10,180.0,True,White,Male,Straight
874,nm0198241,Audrey Dalton,1934-01-21,155.0,True,White,Female,Straight
877,nm0728812,Thelma Ritter,1902-02-14,155.0,True,White,Female,Straight
881,nm0000731,Brian Aherne,1902-05-02,192.0,True,White,Male,Straight
883,nm0000865,Richard Basehart,1914-08-31,175.0,True,White,Male,Straight
885,nm0430870,Allyn Joslyn,1901-07-21,184.0,True,,,
889,nm0865185,James Todd,1908-07-08,183.0,True,,,
891,nm0074047,Frances Bergen,1922-09-14,,True,,,
893,nm0000007,Humphrey Bogart,1899-12-25,173.0,True,White,Male,Straight
903,nm0000030,Audrey Hepburn,1929-05-04,170.0,True,White,Female,Straight
912,nm0358899,Walter Hampden,1879-06-30,,True,White,Male,Straight
914,nm0002354,John Williams,1932-02-08,182.0,True,White,Male,Straight
928,nm0405054,Martha Hyer,1924-08-10,165.0,True,White,Female,Straight
930,nm0901143,Joan Vohs,1927-07-30,,True,,,
932,nm0197950,Marcel Dalio,1900-07-17,165.0,True,White,Male,Straight
935,nm0384787,Marcel Hillaire,1908-04-23,,True,,,
937,nm0908063,Nella Walker,1886-03-06,171.0,True,White,Female,Straight
941,nm0124279,Francis X. Bushman,1883-01-10,180.0,True,White,Male,Straight
943,nm0179289,Ellen Corby,1911-06-03,,True,White,Female,Straight
949,nm0654433,Patricia Owens,1925-01-17,170.0,True,White,Female,Straight
951,nm0001258,James Garner,1928-04-07,187.0,True,White,Male,Straight
953,nm0779549,Martha Scott,1912-09-22,,True,White,Female,Straight
958,nm0846987,Miiko Taka,1925-07-24,,True,,,
960,nm0000999,Red Buttons,1919-02-05,168.0,True,White,Male,Straight
964,nm0808949,Kent Smith,1907-03-19,185.0,True,White,Male,Straight
973,nm0473350,Reiko Kuba,,,True,,,
975,nm0948540,Soo Yong,1903-10-31,,True,,,
977,nm0001544,Ricardo Montalban,1920-11-25,183.0,True,Hispanic,Male,Straight
981,nm0002001,Maurice Chevalier,1888-09-12,180.0,True,White,Male,Bisexual
983,nm0431139,Louis Jourdan,1921-06-19,180.0,True,White,Male,Straight
986,nm0320006,Hermione Gingold,1897-12-09,157.0,True,White,Female,Straight
988,nm0001247,Eva Gabor,1919-02-11,159.0,True,White,Female,Straight
990,nm0074405,Jacques Bergerac,1927-05-26,191.0,True,,,
992,nm0419978,Isabel Jeans,1891-09-16,,True,White,Female,Straight
994,nm0007995,John Abbott,1905-06-05,180.0,True,White,Male,Straight
997,nm0000032,Charlton Heston,1923-10-04,189.0,True,White,Male,Straight
1003,nm0370144,Jack Hawkins,1910-09-14,181.0,True,White,Male,Straight
1017,nm0361823,Haya Harareet,1931-09-20,,True,,,
1019,nm0000963,Stephen Boyd,1931-07-04,183.0,True,White,Male,Straight
1021,nm0341518,Hugh Griffith,1912-05-30,171.0,True,White,Male,
1028,nm0640732,Cathy O'Donnell,1923-07-06,165.0,True,White,Female,Straight
1032,nm0415488,Sam Jaffe,1891-03-10,171.0,True,White,Male,Straight
1040,nm0192958,Finlay Currie,1878-01-20,188.0,True,White,Male,Straight
1043,nm0861930,Frank Thring,1926-05-11,188.0,True,,,
1045,nm0519281,Terence Longdon,1922-05-14,,True,,,
1047,nm0718835,George Relph,1888-01-27,,True,,,
1049,nm0603682,André Morell,1909-08-20,183.0,True,,,
1054,nm0000081,Natalie Wood,1938-07-20,157.0,True,White,Female,Straight
1061,nm0000937,Richard Beymer,1939-02-20,188.0,True,White,Male,
1064,nm0848560,Russ Tamblyn,1934-12-30,177.0,True,White,Male,Straight
1069,nm0001549,Rita Moreno,1931-12-11,159.0,True,Hispanic,Female,Straight
1071,nm0001995,George Chakiris,1934-09-16,180.0,True,White,Male,Gay
1073,nm0643000,Simon Oakland,1915-08-28,183.0,True,White,Male,Straight
1077,nm0200597,David Winters,1939-04-05,,True,,,
1079,nm0000051,James Mason,1909-05-15,181.0,True,White,Male,Straight
1086,nm0001859,Shelley Winters,1920-08-18,163.0,True,White,Female,Straight
1092,nm0528987,Sue Lyon,1946-07-10,160.0,True,White,Female,Straight
1094,nm0168324,Gary Cockrell,1932-12-04,,True,,,
1096,nm0561755,Lois Maxwell,1927-02-14,173.0,True,White,Female,Straight
1098,nm0511695,Cec Linder,1921-03-10,,True,,,
1101,nm0235250,Shirley Douglas,1934-04-02,159.0,True,White,Female,Straight
1103,nm0365666,John Harrison,,,True,White,Male,
1107,nm0222627,George Devine,1910-11-20,,True,,,
1109,nm0447499,Rachel Kempson,1910-05-28,,True,White,Female,Straight
1112,nm0045967,Angela Baddeley,1904-07-04,160.0,True,White,Female,Straight
1114,nm0532290,Jack MacGowran,1918-10-13,170.0,True,White,Male,Straight
1118,nm0001215,Albert Finney,1936-05-09,175.0,True,White,Male,Straight
1124,nm0162283,Diane Cilento,1932-04-02,170.0,True,White,Female,Straight
1126,nm0493347,Wilfrid Lawson,1900-01-14,,True,White,Male,Straight
1130,nm0595602,John Moffatt,1922-09-24,,True,,,
1132,nm0119988,Peter Bull,1912-03-21,172.0,True,,,
1138,nm0001831,David Warner,1941-07-29,188.0,True,White,Male,Straight
1142,nm0413528,Freda Jackson,1907-12-29,,True,,,
1144,nm0948772,Susannah York,1939-01-09,169.0,True,White,Female,Straight
1150,nm0000072,Elizabeth Taylor,1932-02-27,163.0,True,White,Female,Straight
1164,nm0000009,Richard Burton,1925-11-10,178.0,True,White,Male,Bisexual
1171,nm0001322,Rex Harrison,1908-03-05,186.0,True,White,Male,Straight
1178,nm0114386,Pamela Brown,1917-07-08,,True,White,Female,Straight
1183,nm0170552,George Cole,1925-04-22,175.0,True,White,Male,Straight
1185,nm0002025,Hume Cronyn,1911-07-18,168.0,True,White,Male,Straight
1189,nm0200488,Cesare Danova,1926-03-01,189.0,True,,,
1191,nm0354078,Kenneth Haigh,1931-03-25,183.0,True,,,
1193,nm0445139,Andrew Keir,1926-04-03,183.0,True,White,Male,Straight
1195,nm0001445,Martin Landau,1928-06-20,185.0,True,White,Male,Straight
1199,nm0001522,Roddy McDowall,1928-09-17,175.0,True,,,
1202,nm2729889,Robert Stephens,,,True,White,Male,Straight
1208,nm0000768,Francesca Annis,1945-05-14,163.0,True,White,Female,Straight
1210,nm0039510,Grégoire Aslan,1908-03-28,173.0,True,,,
1212,nm0072578,Martin Benson,1918-08-10,178.0,True,,,
1214,nm0405035,Wilfrid Hyde-White,1903-05-12,178.0,True,,,
1216,nm0178066,Gladys Cooper,1888-12-18,,True,White,Female,Straight
1223,nm0913332,Mona Washbourne,1903-11-27,163.0,True,,,
1226,nm0390710,John Holland,1908-05-16,,True,,,
1232,nm0000267,Julie Andrews,1935-10-01,173.0,True,White,Female,Straight
1235,nm0001813,Dick Van Dyke,1925-12-13,184.0,True,White,Male,Straight
1238,nm0866835,David Tomlinson,1917-05-07,186.0,True,White,Male,Straight
1240,nm0424318,Glynis Johns,1923-10-05,163.0,True,White,Female,Straight
1243,nm0234538,Karen Dotrice,1955-11-09,168.0,True,,,
1245,nm0304955,Matthew Garber,1956-03-25,,True,,,
1247,nm0006471,Elsa Lanchester,1902-10-28,163.0,True,,,
1251,nm0871546,Arthur Treacher,1894-07-23,192.0,True,White,Male,Straight
1253,nm0654239,Reginald Owen,1887-08-05,183.0,True,White,Male,Straight
1258,nm0943956,Ed Wynn,1886-11-09,183.0,True,White,Male,Straight
1260,nm0002034,Jane Darwell,1879-10-15,168.0,True,White,Female,Straight
1264,nm0539395,Arthur Malet,1927-09-24,,True,White,Male,Straight
1269,nm0001511,Lee Marvin,1924-02-19,187.0,True,White,Male,Straight
1275,nm0000404,Jane Fonda,1937-12-21,173.0,True,White,Female,Straight
1285,nm0130286,Michael Callan,1935-11-22,,True,White,Male,Straight
1287,nm0382722,Dwayne Hickman,1934-05-18,173.0,True,White,Male,Straight
1289,nm0170713,Nat 'King' Cole,1919-03-17,184.0,True,,,
1291,nm0443401,Stubby Kaye,1918-11-11,,True,White,Male,Straight
1293,nm0621365,Tom Nardini,1945-04-16,,True,,,
1295,nm0549134,John Marley,1907-10-17,173.0,True,White,Male,Straight
1303,nm0219666,Reginald Denny,1891-11-20,183.0,True,White,Male,Straight
1310,nm0282435,Jay C. Flippen,1899-03-06,183.0,True,White,Male,Straight
1314,nm0402277,Arthur Hunnicutt,1910-02-17,183.0,True,White,Male,
1316,nm0127677,Bruce Cabot,1904-04-20,187.0,True,White,Male,Straight
1320,nm0318198,Paul Gilbert,1918-12-27,,True,White,Male,
1322,nm0001046,Julie Christie,1940-04-14,160.0,True,White,Female,Straight
1340,nm0002131,Laurence Harvey,1928-10-01,183.0,True,White,Male,Straight
1343,nm0001958,Dirk Bogarde,1921-03-28,174.0,True,White,Male,Gay
1345,nm0897808,José Luis de Vilallonga,1920-01-29,198.0,True,,,
1348,nm0164314,Dante Posani,,,True,,,
1350,nm0706770,Umberto Raho,1922-06-04,185.0,True,,,
1352,nm0729356,Marika Rivera,1919-11-13,168.0,True,,,
1354,nm0778808,Alex Scott,1929-09-18,177.0,True,,,
1358,nm0928415,Brian Wilde,1927-06-13,191.0,True,White,Male,Straight
1360,nm0000052,Marcello Mastroianni,1924-09-28,177.0,True,White,Male,Straight
1362,nm0514059,Virna Lisi,1936-11-08,168.0,True,White,Female,Straight
1364,nm0577867,Marisa Mell,1939-02-24,173.0,True,,,
1366,nm0758066,Enrico Maria Salerno,1926-09-18,,True,,,
1368,nm0649752,Liana Orfei,1937-01-06,174.0,True,,,
1370,nm0016646,Guido Alberti,1909-04-20,,True,,,
1372,nm0518627,Beba Loncar,1943-04-28,,True,,,
1374,nm0649755,Moira Orfei,1931-12-21,180.0,True,,,
1376,nm0497810,Margaret Lee,1943-08-04,168.0,True,,,
1380,nm0223326,Rosemary Dexter,1944-07-19,,True,,,
1382,nm0595297,Jolanda Modio,1946,,True,,,
1384,nm0307995,Ivo Garrani,1924-02-06,,True,,,
1386,nm0271229,Mario Feliciani,1918-03-12,,True,,,
1388,nm0000323,Michael Caine,1933-03-14,187.0,True,White,Male,Straight
1398,nm0552815,Millicent Martin,1934-06-08,156.0,True,,,
1400,nm0287905,Julia Foster,1943-08-02,160.0,True,,,
1404,nm0038870,Jane Asher,1946-04-05,168.0,True,White,Female,Straight
1406,nm0276043,Shirley Anne Field,1938-06-27,163.0,True,White,Female,Straight
1408,nm0580357,Vivien Merchant,1929-07-22,,True,,,
1410,nm0111376,Eleanor Bron,1938-03-14,,True,White,Female,Straight
1413,nm0001186,Denholm Elliott,1922-05-31,182.0,True,White,Male,Bisexual
1418,nm0060023,Alfie Bass,1916-04-08,168.0,True,White,Male,Straight
1420,nm0823174,Graham Stark,1922-01-20,168.0,True,White,Male,Straight
1422,nm0578527,Murray Melvin,1932-08-10,,True,,,
1426,nm0000603,Vanessa Redgrave,1937-01-30,181.0,True,White,Female,Straight
1431,nm0587234,Sarah Miles,1941-12-31,165.0,True,White,Female,Straight
1433,nm0376101,David Hemmings,1941-11-18,173.0,True,White,Male,
1437,nm0145284,John Castle,1940-01-14,178.0,True,,,
1441,nm0000945,Jane Birkin,1946-12-14,170.0,True,White,Female,Straight
1442,nm0385122,Gillian Hills,1944-06-05,,True,,,
1443,nm0101248,Peter Bowles,1936-10-16,190.0,True,White,Male,
1444,nm0000059,Laurence Olivier,1907-05-22,178.0,True,White,Male,Bisexual
1456,nm0426062,Richard Johnson,1927-07-30,186.0,True,White,Male,Straight
1458,nm0724732,Ralph Richardson,1902-12-19,183.0,True,White,Male,Straight
1463,nm0782885,Johnny Sekka,1934-07-21,,True,,,
1465,nm0394588,Michael Hordern,1911-10-03,,True,White,Male,Straight
1468,nm0596109,Zia Mohyeddin,1931-06-20,,True,,,
1471,nm0537962,Marne Maitland,1914-12-18,171.0,True,,,
1473,nm0338210,Nigel Green,1924-10-15,189.0,True,White,Male,Straight
1475,nm0930776,Hugh Williams,1904-03-06,179.0,True,White,Male,Straight
1479,nm0584194,Ralph Michael,1907-09-26,,True,,,
1481,nm0932811,Douglas Wilmer,1920-01-08,180.0,True,White,Male,Straight
1483,nm0880956,Edward Underdown,1908-12-03,185.0,True,,,
1485,nm0036170,Peter Arne,1920-09-29,175.0,True,,,
1487,nm0642675,Milo O'Shea,1926-06-02,,True,White,Male,Straight
1491,nm0420266,Barbara Jefford,1930-07-26,,True,,,
1493,nm0747687,Maurice Roëves,1937-03-19,173.0,True,,,
